0,1
237.29,"[770, 808]"
240.33,"[766, 795]"
243.36,"[765, 791]"
246.39,"[759, 786]"
249.41,"[751, 791]"
255.48,"[712, 790]"
258.5,"[709, 789]"
261.54,"[713, 790]"
264.56,"[714, 791]"
268.6,"[718, 793]"
271.63,"[719, 792]"
274.65,"[719, 792]"
277.66,"[722, 792]"
280.68,"[724, 792]"
283.7,"[717, 801]"
287.74,"[695, 810]"
290.76,"[696, 810]"
293.79,"[698, 812]"
298.82,"[696, 809]"
301.85,"[696, 809]"
304.87,"[698, 812]"
307.89,"[700, 810]"
310.91,"[697, 811]"
313.93,"[699, 809]"
316.95,"[686, 833]"
319.97,"[689, 837]"
68.67,"[330, 610]"
71.7,"[331, 615]"
74.72,"[331, 622]"
77.75,"[326, 615]"
80.77,"[325, 613]"
83.82,"[322, 616]"
86.86,"[325, 610]"
89.88,"[324, 607]"
92.92,"[322, 604]"
95.96,"[324, 599]"
98.97,"[325, 599]"
102.0,"[331, 597]"
105.02,"[333, 597]"
108.06,"[333, 606]"
111.08,"[326, 602]"
114.12,"[318, 595]"
120.2,"[315, 571]"
123.25,"[309, 566]"
126.28,"[308, 566]"
129.32,"[311, 562]"
132.34,"[321, 559]"
135.39,"[320, 562]"
138.42,"[320, 562]"
141.46,"[320, 562]"
144.49,"[321, 562]"
147.52,"[322, 568]"
151.56,"[322, 567]"
167.7,"[322, 567]"
176.8,"[322, 564]"
179.84,"[324, 573]"
182.86,"[321, 578]"
185.9,"[318, 591]"
188.92,"[325, 596]"
191.96,"[332, 601]"
194.99,"[327, 605]"
198.02,"[325, 610]"
201.05,"[326, 620]"
204.08,"[332, 612]"
207.09,"[336, 614]"
210.13,"[342, 611]"
213.16,"[347, 609]"
216.19,"[348, 621]"
219.22,"[342, 631]"
222.26,"[334, 633]"
225.29,"[325, 627]"
228.31,"[325, 614]"
231.35,"[324, 609]"
234.39,"[319, 601]"
237.42,"[309, 589]"
240.46,"[291, 581]"
243.5,"[283, 580]"
246.53,"[271, 581]"
249.56,"[260, 579]"
252.6,"[247, 581]"
255.63,"[249, 592]"
260.67,"[259, 597]"
263.69,"[262, 599]"
266.72,"[268, 606]"
269.76,"[279, 615]"
272.78,"[289, 626]"
275.81,"[289, 627]"
278.83,"[296, 638]"
281.85,"[300, 644]"
284.87,"[304, 648]"
287.88,"[306, 648]"
290.9,"[307, 648]"
293.93,"[309, 648]"
296.95,"[309, 648]"
299.97,"[309, 648]"
302.98,"[311, 652]"
306.02,"[316, 669]"
315.1,"[335, 719]"
318.14,"[333, 722]"
321.16,"[338, 734]"
324.18,"[356, 739]"
327.21,"[371, 739]"
330.24,"[382, 738]"
333.27,"[392, 739]"
336.28,"[401, 747]"
339.31,"[411, 751]"
342.33,"[428, 756]"
345.36,"[440, 763]"
348.39,"[446, 777]"
351.42,"[458, 786]"
354.45,"[470, 784]"
357.47,"[473, 786]"
360.5,"[475, 781]"
363.53,"[474, 783]"
366.56,"[474, 782]"
369.59,"[474, 781]"
372.61,"[487, 783]"
375.64,"[484, 784]"
379.68,"[488, 786]"
382.7,"[480, 785]"
385.73,"[474, 789]"
388.74,"[472, 787]"
391.76,"[473, 787]"
404.85,"[473, 789]"
407.87,"[473, 788]"
410.9,"[471, 787]"
413.93,"[471, 788]"
417.97,"[467, 793]"
421.0,"[457, 802]"
424.02,"[453, 815]"
427.05,"[459, 815]"
430.07,"[464, 808]"
433.09,"[462, 809]"
436.1,"[458, 816]"
439.13,"[458, 816]"
442.14,"[459, 816]"
445.16,"[459, 815]"
448.18,"[459, 815]"
451.2,"[459, 816]"
454.22,"[459, 816]"
457.24,"[459, 816]"
460.27,"[458, 816]"
463.3,"[456, 816]"
466.32,"[455, 815]"
469.34,"[454, 815]"
472.38,"[454, 815]"
475.41,"[454, 815]"
478.44,"[454, 815]"
481.45,"[455, 815]"
488.5,"[454, 816]"
492.54,"[455, 816]"
495.56,"[455, 816]"
498.59,"[453, 814]"
502.62,"[450, 814]"
512.69,"[452, 816]"
516.74,"[459, 817]"
519.76,"[459, 816]"
522.79,"[460, 817]"
525.81,"[460, 817]"
528.83,"[460, 817]"
533.87,"[456, 818]"
540.91,"[453, 815]"
543.94,"[452, 816]"
546.96,"[465, 823]"
549.99,"[477, 829]"
554.02,"[509, 838]"
557.04,"[510, 840]"
560.07,"[524, 840]"
570.14,"[551, 840]"
573.16,"[551, 840]"
576.19,"[550, 840]"
579.23,"[552, 844]"
582.27,"[562, 852]"
585.29,"[572, 864]"
588.32,"[580, 868]"
591.35,"[581, 867]"
594.37,"[587, 863]"
597.4,"[592, 848]"
600.43,"[594, 832]"
603.47,"[596, 828]"
606.49,"[608, 824]"
609.52,"[620, 825]"
612.54,"[622, 826]"
615.57,"[625, 826]"
618.6,"[626, 826]"
623.64,"[627, 826]"
626.67,"[628, 828]"
629.69,"[639, 834]"
632.71,"[651, 847]"
635.74,"[664, 856]"
638.77,"[670, 866]"
641.79,"[679, 870]"
644.82,"[693, 872]"
647.84,"[710, 878]"
650.86,"[723, 881]"
653.88,"[731, 878]"
656.89,"[733, 876]"
659.92,"[736, 877]"
662.95,"[738, 878]"
665.98,"[738, 878]"
669.01,"[738, 880]"
672.04,"[738, 880]"
675.06,"[736, 880]"
678.08,"[735, 880]"
681.1,"[736, 883]"
684.13,"[736, 882]"
687.16,"[736, 880]"
690.18,"[734, 876]"
693.2,"[733, 880]"
696.22,"[728, 875]"
699.23,"[728, 874]"
702.25,"[728, 873]"
705.26,"[728, 873]"
708.28,"[726, 876]"
711.3,"[727, 878]"
714.32,"[733, 884]"
718.35,"[752, 903]"
721.37,"[752, 902]"
724.39,"[752, 901]"
727.41,"[752, 901]"
739.5,"[863, 1001]"
742.53,"[863, 1002]"
745.56,"[862, 1004]"
748.59,"[864, 1006]"
751.62,"[867, 1009]"
754.64,"[867, 1009]"
757.66,"[864, 1008]"
761.7,"[866, 1008]"
764.72,"[868, 1006]"
767.75,"[875, 1002]"
770.78,"[894, 991]"
773.81,"[898, 992]"
776.83,"[901, 991]"
779.86,"[902, 992]"
783.88,"[901, 993]"
786.9,"[898, 984]"
789.94,"[899, 986]"
792.96,"[899, 987]"
795.99,"[899, 988]"
799.01,"[898, 987]"
802.03,"[895, 983]"
805.06,"[894, 980]"
808.08,"[894, 981]"
811.12,"[893, 980]"
814.15,"[893, 980]"
820.2,"[898, 985]"
55.56,"[592, 459]"
58.59,"[585, 440]"
61.61,"[582, 436]"
64.64,"[582, 436]"
67.68,"[573, 436]"
70.7,"[571, 436]"
73.74,"[582, 437]"
76.77,"[583, 450]"
79.8,"[593, 461]"
82.84,"[596, 467]"
85.88,"[602, 471]"
88.9,"[604, 473]"
91.93,"[611, 473]"
94.96,"[611, 474]"
100.0,"[610, 476]"
103.03,"[608, 477]"
108.07,"[597, 484]"
111.1,"[583, 481]"
114.14,"[583, 477]"
117.17,"[590, 473]"
120.2,"[597, 465]"
123.23,"[589, 468]"
126.26,"[586, 470]"
129.3,"[596, 466]"
132.33,"[596, 457]"
135.36,"[595, 459]"
138.38,"[595, 460]"
141.4,"[596, 458]"
144.44,"[598, 459]"
147.47,"[599, 463]"
150.52,"[588, 470]"
159.6,"[587, 469]"
162.62,"[576, 474]"
165.67,"[577, 487]"
168.69,"[566, 493]"
171.71,"[567, 488]"
174.75,"[567, 469]"
177.79,"[560, 458]"
181.83,"[570, 426]"
184.87,"[576, 418]"
187.91,"[567, 411]"
190.93,"[554, 407]"
193.96,"[540, 411]"
197.0,"[526, 417]"
200.03,"[511, 419]"
203.07,"[497, 423]"
208.14,"[484, 432]"
211.17,"[472, 441]"
214.22,"[462, 447]"
217.24,"[452, 456]"
220.27,"[442, 464]"
223.31,"[425, 467]"
226.35,"[421, 463]"
229.38,"[421, 463]"
232.41,"[421, 463]"
240.5,"[344, 443]"
243.52,"[344, 443]"
246.57,"[348, 440]"
249.6,"[354, 437]"
252.63,"[356, 439]"
255.67,"[362, 442]"
258.7,"[367, 445]"
261.72,"[370, 451]"
264.76,"[370, 449]"
267.79,"[370, 450]"
270.83,"[370, 449]"
273.87,"[370, 449]"
276.9,"[369, 449]"
279.93,"[363, 454]"
282.96,"[354, 457]"
285.99,"[353, 458]"
289.03,"[353, 460]"
292.06,"[361, 458]"
295.08,"[361, 457]"
298.12,"[361, 457]"
301.15,"[361, 457]"
304.19,"[361, 457]"
307.23,"[359, 464]"
310.25,"[359, 463]"
313.3,"[355, 464]"
322.38,"[349, 463]"
325.4,"[341, 469]"
328.43,"[347, 472]"
331.46,"[356, 457]"
334.48,"[364, 445]"
337.51,"[364, 443]"
340.53,"[364, 444]"
343.55,"[363, 452]"
346.58,"[361, 457]"
349.62,"[352, 460]"
356.67,"[351, 462]"
359.7,"[346, 463]"
362.74,"[346, 460]"
365.77,"[352, 448]"
368.79,"[361, 448]"
371.82,"[354, 436]"
374.84,"[353, 432]"
378.89,"[358, 440]"
381.92,"[356, 437]"
134.22,"[706, 1064]"
137.25,"[717, 1058]"
140.28,"[731, 1062]"
143.32,"[740, 1069]"
146.36,"[744, 1064]"
149.38,"[749, 1060]"
152.42,"[752, 1057]"
169.6,"[752, 1057]"
172.62,"[752, 1058]"
175.65,"[752, 1057]"
178.68,"[752, 1057]"
181.7,"[752, 1057]"
184.74,"[752, 1057]"
187.78,"[752, 1057]"
190.81,"[752, 1057]"
193.85,"[752, 1057]"
196.89,"[752, 1057]"
199.93,"[753, 1057]"
202.95,"[758, 1054]"
206.0,"[772, 1048]"
209.02,"[786, 1045]"
212.04,"[800, 1047]"
215.08,"[810, 1045]"
218.11,"[814, 1048]"
221.12,"[818, 1047]"
225.15,"[832, 1028]"
228.18,"[836, 1020]"
231.19,"[845, 1018]"
234.22,"[856, 1011]"
237.26,"[860, 1005]"
240.28,"[854, 1013]"
243.31,"[843, 1022]"
246.35,"[841, 1028]"
249.38,"[841, 1029]"
252.41,"[839, 1028]"
255.44,"[840, 1027]"
258.47,"[841, 1028]"
261.5,"[839, 1037]"
264.53,"[837, 1043]"
267.56,"[837, 1031]"
270.6,"[842, 1029]"
273.62,"[836, 1026]"
276.65,"[833, 1017]"
279.68,"[832, 1017]"
282.7,"[829, 1014]"
285.73,"[829, 1011]"
288.76,"[827, 1019]"
291.77,"[822, 1022]"
294.79,"[818, 1022]"
298.84,"[822, 1020]"
55.51,"[789, 834]"
58.55,"[798, 837]"
61.57,"[801, 842]"
64.6,"[799, 826]"
67.63,"[800, 823]"
70.67,"[801, 822]"
73.69,"[800, 821]"
76.71,"[799, 821]"
79.74,"[797, 817]"
117.05,"[780, 419]"
120.08,"[782, 410]"
123.11,"[772, 408]"
126.14,"[772, 414]"
129.18,"[769, 415]"
132.21,"[768, 416]"
135.22,"[769, 416]"
138.25,"[771, 414]"
141.27,"[778, 407]"
144.3,"[778, 405]"
147.33,"[778, 415]"
150.37,"[775, 427]"
153.39,"[777, 431]"
156.41,"[771, 434]"
159.44,"[773, 434]"
162.48,"[771, 431]"
165.5,"[773, 431]"
168.52,"[773, 431]"
171.55,"[773, 431]"
174.58,"[774, 433]"
177.6,"[768, 432]"
180.62,"[772, 431]"
183.65,"[774, 432]"
186.68,"[773, 433]"
189.7,"[776, 430]"
192.72,"[776, 430]"
195.74,"[774, 433]"
204.8,"[774, 434]"
208.86,"[774, 434]"
211.89,"[774, 433]"
215.92,"[774, 434]"
230.02,"[774, 434]"
233.05,"[774, 434]"
236.07,"[774, 434]"
240.13,"[774, 434]"
243.15,"[776, 432]"
246.17,"[774, 432]"
249.2,"[768, 430]"
252.23,"[755, 424]"
255.24,"[751, 412]"
258.27,"[745, 411]"
261.29,"[743, 410]"
264.32,"[743, 417]"
267.36,"[752, 422]"
270.4,"[770, 419]"
273.41,"[776, 424]"
276.43,"[777, 431]"
279.46,"[774, 431]"
282.49,"[774, 432]"
286.51,"[774, 432]"
289.54,"[773, 434]"
292.57,"[771, 431]"
295.6,"[773, 431]"
298.62,"[774, 432]"
301.65,"[779, 439]"
304.68,"[782, 454]"
307.7,"[783, 464]"
310.73,"[771, 462]"
313.76,"[769, 461]"
316.78,"[768, 462]"
331.93,"[769, 461]"
334.95,"[768, 472]"
337.99,"[767, 485]"
341.02,"[769, 488]"
344.05,"[770, 494]"
347.09,"[767, 501]"
350.11,"[752, 493]"
353.13,"[739, 489]"
356.16,"[724, 479]"
359.18,"[711, 472]"
362.21,"[699, 465]"
365.23,"[699, 454]"
368.26,"[689, 447]"
371.28,"[672, 444]"
374.31,"[659, 438]"
377.35,"[645, 437]"
380.38,"[634, 442]"
383.4,"[634, 444]"
386.43,"[632, 451]"
389.46,"[619, 457]"
392.49,"[608, 462]"
395.53,"[598, 460]"
398.55,"[596, 458]"
406.62,"[583, 455]"
410.65,"[556, 446]"
413.68,"[555, 445]"
416.71,"[558, 437]"
419.74,"[560, 423]"
422.76,"[562, 416]"
425.77,"[561, 413]"
428.8,"[559, 400]"
431.83,"[566, 393]"
434.85,"[567, 390]"
437.87,"[569, 385]"
440.9,"[570, 386]"
443.92,"[572, 386]"
446.94,"[572, 386]"
449.97,"[581, 380]"
453.0,"[582, 379]"
456.04,"[590, 374]"
459.07,"[590, 374]"
462.1,"[596, 371]"
465.13,"[608, 375]"
468.16,"[611, 371]"
471.18,"[603, 367]"
474.2,"[602, 357]"
477.21,"[599, 340]"
480.24,"[597, 346]"
483.27,"[601, 353]"
486.29,"[599, 358]"
489.33,"[601, 369]"
492.37,"[600, 371]"
495.39,"[608, 382]"
498.42,"[614, 388]"
501.44,"[613, 389]"
504.46,"[611, 392]"
507.5,"[604, 391]"
510.52,"[602, 388]"
513.56,"[602, 388]"
516.59,"[602, 387]"
519.6,"[612, 389]"
522.63,"[625, 398]"
525.65,"[638, 406]"
528.68,"[658, 416]"
531.71,"[672, 422]"
534.74,"[676, 426]"
537.77,"[662, 435]"
540.79,"[648, 438]"
543.81,"[641, 443]"
546.85,"[633, 447]"
549.87,"[624, 450]"
552.91,"[624, 447]"
564.04,"[624, 449]"
567.06,"[627, 453]"
570.08,"[630, 451]"
573.11,"[629, 451]"
576.13,"[631, 450]"
579.15,"[631, 450]"
582.18,"[631, 452]"
585.21,"[630, 451]"
588.23,"[630, 451]"
591.24,"[630, 451]"
594.27,"[629, 450]"
597.29,"[629, 450]"
600.32,"[629, 450]"
603.34,"[631, 451]"
627.56,"[635, 450]"
630.58,"[635, 451]"
633.6,"[635, 451]"
640.66,"[632, 449]"
643.68,"[632, 449]"
646.7,"[633, 449]"
649.73,"[632, 449]"
660.83,"[621, 461]"
663.87,"[622, 459]"
666.89,"[621, 459]"
669.91,"[609, 469]"
672.93,"[597, 478]"
675.96,"[583, 483]"
679.01,"[569, 492]"
682.03,"[563, 493]"
685.06,"[556, 494]"
688.1,"[546, 500]"
693.15,"[515, 512]"
696.17,"[504, 506]"
699.19,"[499, 502]"
702.23,"[481, 506]"
705.26,"[481, 506]"
708.28,"[486, 500]"
711.31,"[487, 495]"
714.33,"[486, 491]"
717.35,"[486, 491]"
