champion,drop_coordinates,duration,frames_uri,key,kills,knockdowns,landed,match_id,placed,player_name,rank,rings,scrims,season,source,squad_kills,squadmate_names,squadmates,timestamp,url,user_id,weapons
wraith,"[736, 1224]",190.94,s3://overtrack-apex-frames/Weow-1249/2021-05/11-17-32-H5mHhfQ5indbTyR5hqsHft.frames.json,Weow-1249/2021-05-11-17-29-J34GSf,0,0,Bonsai Plaza,2021-05-11-17-29/LLIMERB,15,dbrahaney,,[],,8,OverTrack-client/2021-04-04-13-24-14-beta,0.0,"['Kazoki-89', None]","['crypto', None]",1620754145.77,https://overtrack-apex-games.s3.amazonaws.com/Weow-1249/2021-05-11-17-29-J34GSf.json,-332487617,"[{'knockdowns': 0, 'name': 'Peacekeeper', 'time_held': 64.6}, {'knockdowns': 0, 'name': 'Sentinel', 'time_held': 12.1}, {'knockdowns': 0, 'name': 'Mozambique', 'time_held': 20.2}]"
wraith,"[488, 751]",138.41,s3://overtrack-apex-frames/Weow-1249/2021-05/11-17-27-9NQca9NrMY9tqh2TDMBtn9.frames.json,Weow-1249/2021-05-11-17-25-6HuGHy,0,0,Autumn Estates,2021-05-11-17-25/FEEISJEFFMAN89,15,,,[],,8,OverTrack-client/2021-04-04-13-24-14-beta,1.0,"[None, 'JarinPhex']","[None, 'pathfinder']",1620753909.33,https://overtrack-apex-games.s3.amazonaws.com/Weow-1249/2021-05-11-17-25-6HuGHy.json,-332487617,"[{'knockdowns': 0, 'name': 'R-301', 'time_held': 68.7}, {'knockdowns': 0, 'name': 'EVA-8 Auto', 'time_held': 36.4}, {'knockdowns': 0, 'name': 'Volt', 'time_held': 16.2}]"
wraith,"[461, 816]",179.77,s3://overtrack-apex-frames/Weow-1249/2021-05/10-22-34-UcZysj4XpV6c3Lpy5XZooi.frames.json,Weow-1249/2021-05-10-22-30-hLGPJk,0,1,Autumn Estates,2021-05-10-22-30/CCCP,17,gKeiny,,[],,8,OverTrack-client/2021-04-04-13-24-14-beta,1.0,"[None, 'gKeiny']","[None, None]",1620685834.93,https://overtrack-apex-games.s3.amazonaws.com/Weow-1249/2021-05-10-22-30-hLGPJk.json,-332487617,"[{'knockdowns': 1, 'name': 'Peacekeeper', 'time_held': 96}, {'knockdowns': 0, 'name': 'RE-45', 'time_held': 124.3}, {'knockdowns': 0, 'name': 'G7 Scout', 'time_held': 24.2}]"
wraith,"[480, 731]",422.32,s3://overtrack-apex-frames/Weow-1249/2021-05/10-22-29-7t5HeKoVkmTTijCRWTTniC.frames.json,Weow-1249/2021-05-10-22-21-ZTcWwW,0,0,Autumn Estates,2021-05-10-22-21/PEEPOGIAD,8,Bread,,[],,8,OverTrack-client/2021-04-04-13-24-14-beta,0.0,"[None, 'Bread']","[None, None]",1620685278.73,https://overtrack-apex-games.s3.amazonaws.com/Weow-1249/2021-05-10-22-21-ZTcWwW.json,-332487617,"[{'knockdowns': 0, 'name': 'Havoc', 'time_held': 351.6}, {'knockdowns': 0, 'name': 'EVA-8 Auto', 'time_held': 343.5}]"
wraith,"[652, 617]",297.92,s3://overtrack-apex-frames/Weow-1249/2021-05/10-22-20-Gk5XACHxXTRxvePx5Nag62.frames.json,Weow-1249/2021-05-10-22-13-TBYSR5,1,1,Turbine,2021-05-10-22-13/LOIISIAYER9OOO,10,dbrahaney#,,[],,8,OverTrack-client/2021-04-04-13-24-14-beta,4.0,"[None, None]","[None, None]",1620684800.79,https://overtrack-apex-games.s3.amazonaws.com/Weow-1249/2021-05-10-22-13-TBYSR5.json,-332487617,"[{'knockdowns': 1, 'name': 'Alternator', 'time_held': 88.9}, {'knockdowns': 0, 'name': 'EVA-8 Auto', 'time_held': 117.1}, {'knockdowns': 0, 'name': 'R-301', 'time_held': 141.4}, {'knockdowns': 0, 'name': 'Hemlock', 'time_held': 101.1}, {'knockdowns': 0, 'name': 'G7 Scout', 'time_held': 4}, {'knockdowns': 0, 'name': 'Mastiff', 'time_held': 0}]"
wraith,"[716, 1218]",479.87,s3://overtrack-apex-frames/Weow-1249/2021-05/10-22-12-EccpU4wvFz5DT3TCmGeP5B.frames.json,Weow-1249/2021-05-10-22-03-oNyurg,0,1,Bonsai Plaza,,8,dbrahaney#,,[],,8,OverTrack-client/2021-04-04-13-24-14-beta,3.0,"['Jacklinks', None]","[None, None]",1620684228.31,https://overtrack-apex-games.s3.amazonaws.com/Weow-1249/2021-05-10-22-03-oNyurg.json,-332487617,"[{'knockdowns': 1, 'name': 'Spitfire', 'time_held': 400.1}, {'knockdowns': 0, 'name': 'Alternator', 'time_held': 315.2}, {'knockdowns': 0, 'name': 'G7 Scout', 'time_held': 80.9}, {'knockdowns': 0, 'name': 'P2020', 'time_held': 4.1}]"
pathfinder,"[546, 285]",658.29,s3://overtrack-apex-frames/Weow-1249/2021-05/10-16-47-A6eWzhFK5BV7xjzYpPEnkV.frames.json,Weow-1249/2021-05-10-16-36-UAKjtG,1,1,Docks,2021-05-10-16-36/INS4NECHECHE,7,Abrahaney,,[],,8,OverTrack-client/2021-04-04-13-24-14-beta,3.0,"[None, 'dragon1017']","[None, None]",1620664582.22,https://overtrack-apex-games.s3.amazonaws.com/Weow-1249/2021-05-10-16-36-UAKjtG.json,-332487617,"[{'knockdowns': 0, 'name': 'Spitfire', 'time_held': 496.8}, {'knockdowns': 0, 'name': 'Mastiff', 'time_held': 351.4}, {'knockdowns': 0, 'name': 'EVA-8 Auto', 'time_held': 246.3}]"
wraith,"[465, 796]",155.37,s3://overtrack-apex-frames/Weow-1249/2021-05/10-16-35-a83ysGTxy84moeVUb2R5Js.frames.json,Weow-1249/2021-05-10-16-32-DiahwC,1,0,Autumn Estates,2021-05-10-16-32/AKENO721,14,Junior-Luvs-U,,[],,8,OverTrack-client/2021-04-04-13-24-14-beta,1.0,"['Junior-Luvs-U', None]","[None, None]",1620664347.75,https://overtrack-apex-games.s3.amazonaws.com/Weow-1249/2021-05-10-16-32-DiahwC.json,-332487617,"[{'knockdowns': 0, 'name': 'Spitfire', 'time_held': 88.8}, {'knockdowns': 0, 'name': 'Volt', 'time_held': 16.1}]"
wraith,"[296, 586]",128.23,s3://overtrack-apex-frames/Weow-1249/2021-05/10-16-26-HSKGEfkMpeF9A4jJSW9Ea6.frames.json,Weow-1249/2021-05-10-16-24-VB7Wvr,0,1,Oasis,2021-05-10-16-24/CONSUMER_OF_FART,18,[wasi]Yung_killa_fly,,[],,8,OverTrack-client/2021-04-04-13-24-14-beta,0.0,"[None, '[wasi]Yung_killa_fly']","[None, None]",1620663856.17,https://overtrack-apex-games.s3.amazonaws.com/Weow-1249/2021-05-10-16-24-VB7Wvr.json,-332487617,[]
wraith,"[983, 1186]",633.45,s3://overtrack-apex-frames/Weow-1249/2021-05/10-02-41-oXHKYQcozfMN2B8wLRMLZa.frames.json,Weow-1249/2021-05-10-02-30-SZeyND,0,0,Crossroads,2021-05-10-02-30/AR15REA,8,dbrahaney#,,[],,8,OverTrack-client/2021-04-04-13-24-14-beta,2.0,"[None, None]","[None, None]",1620613818.01,https://overtrack-apex-games.s3.amazonaws.com/Weow-1249/2021-05-10-02-30-SZeyND.json,-332487617,"[{'knockdowns': 0, 'name': 'Hemlock', 'time_held': 274.7}, {'knockdowns': 0, 'name': 'Flatline', 'time_held': 121.3}, {'knockdowns': 0, 'name': 'G7 Scout', 'time_held': 169.8}, {'knockdowns': 0, 'name': 'EVA-8 Auto', 'time_held': 569.8}]"
